,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
55,PAGB,GALBRAITH LAKE,68.47967,-149.48992,814.0,"Jan 08, 1975",,AK_ASOS,METAR_RESET_MINUTE=50
56,PAGA,GALENA AIRPORT,64.73618,-156.93742,46.0,"Sep 17, 1942",,AK_ASOS,METAR_RESET_MINUTE=56 HASTAF=1
57,PAGM,GAMBELL (AWOS),63.76677,-171.73282,8.0,"Jul 01, 1948",,AK_ASOS,METAR_RESET_MINUTE=56
58,PAGL,GOLOVIN,64.54333,-163.03944,8.0,"Jul 01, 1998",,AK_ASOS,METAR_RESET_MINUTE=56
59,PAGK,GULKANA ARPT (ASOS),62.1602,-145.457,481.0,"Jan 01, 1945",,AK_ASOS,HAS1MIN=1 HASTAF=1 METAR_RESET_MINUTE=53
60,PAGS,GUSTAVUS,58.42528,-135.70742,9.0,"Dec 31, 1948",,AK_ASOS,HASTAF=1 METAR_RESET_MINUTE=56
61,PAHN,Haines,59.24286,-135.51166,7.0,"Jul 01, 1948",,AK_ASOS,METAR_RESET_MINUTE=54 HASTAF=1 HAS1MIN=1
62,PAHZ,HAYES RIVER,61.983,-152.086,305.0,"Dec 31, 1972","Jan 27, 2011",AK_ASOS,
63,PAHV,HEALY RIVER AIRPORT,63.86611,-148.96889,396.0,"Dec 21, 1976","Jun 07, 2012",AK_ASOS,
64,PAHC,HOLY CROSS,62.18833,-159.77492,21.0,"Sep 30, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
65,PAHO,HOMER MUNICIPAL (ASOS),59.64556,-151.47658,22.0,"Jul 01, 1948",,AK_ASOS,HASTAF=1 HAS1MIN=1 METAR_RESET_MINUTE=53
66,PAOH,HOONAH SEAPLANE,58.11222,-135.45194,0.0,"Nov 24, 1978",,AK_ASOS,METAR_RESET_MINUTE=56
67,PAHP,HOOPER BAY (AWOS),61.52386,-166.14664,5.0,"Nov 05, 1984","Sep 16, 2022",AK_ASOS,METAR_RESET_MINUTE=56
68,PAHL,Huslia,65.69786,-156.35139,67.0,"Jan 31, 1999",,AK_ASOS,METAR_RESET_MINUTE=56
69,PAHS,HUSLIA,65.7,-156.38333,55.0,"Jan 02, 1994","Mar 03, 2004",AK_ASOS,
70,PAHY,Hydaburg Seaplane Base,55.20611,-132.82806,0.14087102,"Dec 05, 1978",,AK_ASOS,METAR_RESET_MINUTE=56
71,PAIG,IGIUGIG,59.32404,-155.90179,29.0,"Sep 30, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
72,PAIL,ILIAMNA ARPT (ASOS),59.74917,-154.90917,49.0,"Jul 01, 1948",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53 HASTAF=1
73,PAIM,INDIAN MTN AFS AWOS,65.99276,-153.70377,389.0,"Aug 01, 1951",,AK_ASOS,METAR_RESET_MINUTE=55
74,PAJN,JUNEAU INTL AIRPORT (ASOS),58.35497,-134.57628,7.0,"Jul 01, 1948",,AK_ASOS,METAR_RESET_MINUTE=53 HASTAF=1 HAS1MIN=1
75,PAFE,KAKE SEAPLANE BASE,56.96136,-133.91026,42.077408,"Dec 31, 1972",,AK_ASOS,METAR_RESET_MINUTE=56
76,PALG,KALSKAG,61.53627,-160.34133,17.0,"Sep 30, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
77,PAKV,KALTAG AIRPORT (ASOS),64.31898,-158.74131,60.0,"Aug 01, 1998",,AK_ASOS,METAR_RESET_MINUTE=53 HAS1MIN=1
78,PAEN,KENAI MUNICIPAL (ASOS),60.5797,-151.2391,29.0,"Jul 01, 1948",,AK_ASOS,HASTAF=1 HAS1MIN=1 METAR_RESET_MINUTE=53
79,PAKT,KETCHIKAN INTL ARPT (ASOS),55.35667,-131.71167,29.0,"Jul 01, 1948",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53 HASTAF=1
80,PAIK,Kiana,66.97595,-160.43653,51.0,"Dec 22, 1983",,AK_ASOS,METAR_RESET_MINUTE=56
81,PAVC,KING COVE,55.11635,-162.26623,47.0,"Dec 01, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
82,PAKN,KING SALMON (ASOS),58.68361,-156.65389,15.0,"Jan 10, 1942",,AK_ASOS,HASTAF=1 METAR_RESET_MINUTE=54 HAS1MIN=1
83,PAKI,KIPNUK,59.93,-164.03,3.0,"Dec 01, 1983",,AK_ASOS,METAR_RESET_MINUTE=56
84,PAVL,KIVALINA AIRPORT (ASOS),67.73167,-164.54833,3.0,"Aug 01, 1998",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53
85,PAKW,KLAWOCK (ASOS),55.57923,-133.076,15.0,"Oct 15, 1980",,AK_ASOS,HASTAF=1 METAR_RESET_MINUTE=53 HAS1MIN=1
86,PADQ,KODIAK (ASOS),57.74997,-152.49386,34.0,"Jan 01, 1945",,AK_ASOS,HASTAF=1 METAR_RESET_MINUTE=53 HAS1MIN=1
87,PAJZ,KOLIGANEK,59.72664,-157.25947,82.0,"Oct 29, 2006",,AK_ASOS,METAR_RESET_MINUTE=56
88,PAOT,Kotzebue / Wien,66.88572,-162.60679,1.0,"Jan 01, 1945",,AK_ASOS,METAR_RESET_MINUTE=53 HAS1MIN=1 HASTAF=1
89,PAKK,KOYUK,64.93949,-161.15427,40.0,"May 03, 1976",,AK_ASOS,METAR_RESET_MINUTE=56
90,PAKU,KUPARUK AIRPORT,70.33083,-149.5975,20.0,"Nov 01, 1974",,AK_ASOS,METAR_RESET_MINUTE=45
91,PFKW,Kwethluk,60.7903,-161.4437,6.0,"May 15, 2014",,AK_ASOS,METAR_RESET_MINUTE=56
92,PALH,Lake Hood Seaplane,61.17861,-149.96511,22.0,"Jan 04, 1973",,AK_ASOS,METAR_RESET_MINUTE=53 HAS1MIN=1
93,PAML,MANLEY HOT SPRINGS,64.99756,-150.64413,82.0,"Dec 01, 1977","Apr 30, 2014",AK_ASOS,
94,PAMB,MANOKOTAK,58.98333,-159.05,16.0,"Sep 30, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
95,PADM,MARSHALL,61.86428,-162.02611,31.0,"Dec 01, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
96,PAMX,MCCARTHY,61.43333,-142.93333,455.0,"Apr 21, 1974","Aug 31, 2014",AK_ASOS,
97,PAMC,MCGRATH (ASOS),62.95278,-155.60704,103.0,"Jul 03, 1948",,AK_ASOS,METAR_RESET_MINUTE=53 HAS1MIN=1 HASTAF=1
98,PAIN,MCKINLEY PARK,63.7326,-148.91064,524.0,"Dec 02, 1975",,AK_ASOS,METAR_RESET_MINUTE=56
99,PAMY,MEKORYUK,60.37,-166.27,15.0,"Nov 03, 1983",,AK_ASOS,METAR_RESET_MINUTE=56
100,PAMR,Merrill Field,61.21633,-149.85729,30.0,"Jan 01, 1945",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53
101,PAER,MERRILL PASS WEST,61.25,-153.82,358.0,"Aug 25, 1973","Jun 15, 2014",AK_ASOS,
102,PAMM,Metlakatla Seaplane Base,55.1308,-131.5762,5.912203,"Jul 01, 1996",,AK_ASOS,METAR_RESET_MINUTE=56
103,PAMD,MIDDLETON ISL. AMOS,59.432,-146.338,14.0,"Jan 01, 1945",,AK_ASOS,METAR_RESET_MINUTE=51
104,PAMH,MINCHUMINA,63.886,-152.30187,214.0,"Jul 01, 1948",,AK_ASOS,METAR_RESET_MINUTE=56
105,PAMO,MOUNTAIN VILLAGE,62.09528,-163.68194,102.0,"Sep 30, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
106,PABN,NABESNA/DEVIL MTN,62.40167,-142.99528,882.0,"Dec 31, 1991","Sep 30, 2014",AK_ASOS,
107,PANA,Napakiak,60.6903,-161.9785,1.0,"Aug 30, 1994",,AK_ASOS,METAR_RESET_MINUTE=56
108,PAOU,NELSON LAGOON,56.01,-161.16,4.0,"Dec 01, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
109,PANN,NENANA/MUN. (ASOS),64.54733,-149.07398,110.0,"Jul 06, 1943",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53
110,PANW,NEW STUYAHOK,59.45,-157.33,92.0,"Oct 29, 2006",,AK_ASOS,METAR_RESET_MINUTE=56
111,PAFS,NIKOLAI,63.02,-154.36,126.0,"Dec 01, 2005",,AK_ASOS,METAR_RESET_MINUTE=1
112,PAWN,NOATAK,67.56611,-162.975,30.0,"Jul 08, 1995",,AK_ASOS,METAR_RESET_MINUTE=56
113,PAOM,NOME (ASOS),64.5122,-165.44525,7.0,"Jan 01, 1940",,AK_ASOS,HASTAF=1 HAS1MIN=1 METAR_RESET_MINUTE=53
114,PFNO,Noorvik,66.81753,-161.02225,16.8,"Jan 03, 1973",,AK_ASOS,METAR_RESET_MINUTE=56
115,PAOR,NORTHWAY (ASOS),62.96139,-141.92917,525.0,"Jan 01, 1945",,AK_ASOS,HASTAF=1 HAS1MIN=1 METAR_RESET_MINUTE=53
116,PFNU,Nuiqsut,70.49542,-150.25347,-2.0,"Jul 01, 2018","Nov 03, 2020",AK_ASOS,METAR_RESET_MINUTE=55
117,PAQT,NUIQSUT (ASOS),70.20995,-151.00556,17.0,"Aug 01, 1998",,AK_ASOS,METAR_RESET_MINUTE=53 HAS1MIN=1 HASTAF=1
118,PPNU,Nuiqsut/Pioneer,70.4141,-150.01859,15.0,"Apr 19, 2018","Dec 13, 2019",AK_ASOS,
119,PPIT,Nunapitchuk,60.906,-162.4406,1.0,"May 15, 2014","Sep 16, 2022",AK_ASOS,METAR_RESET_MINUTE=56
120,PAAQ,PALMER MUNICIPAL (ASOS),61.59491,-149.08871,71.0,"Dec 31, 1972",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53 HASTAF=1
121,PAXK,PAXSON,63.02458,-145.50055,809.0,"Apr 18, 1974","Oct 02, 2010",AK_ASOS,
122,PAPE,Perryville,55.9067,-159.1608,6.0,,,AK_ASOS,
123,PAPG,Petersburg,56.7999,-132.9501,26.476944,"Jul 01, 1948",,AK_ASOS,HASTAF=1 METAR_RESET_MINUTE=56
124,PAPN,PILOT POINT,57.58,-157.57,17.0,"Dec 01, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
125,PAPM,PLATINUM,59.01,-161.82,5.0,"Oct 01, 1942",,AK_ASOS,METAR_RESET_MINUTE=56
126,PAPO,POINT HOPE (AWOS),68.35,-166.8,4.0,"Oct 01, 1943",,AK_ASOS,METAR_RESET_MINUTE=56
127,PPIZ,POINT LAY(DEW/AWOS),69.73288,-163.00534,6.0,"Aug 01, 1957",,AK_ASOS,METAR_RESET_MINUTE=56
128,PAAD,Point Thomson Airstrip,70.136,-146.2901,5.0,"Jul 24, 2014",,AK_ASOS,METAR_RESET_MINUTE=55 IS_AWOS=1
129,PATO,PORTAGE GLACIER CENTER (ASOS),60.785,-148.83889,29.0,"Nov 01, 1998",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53
130,PAAP,PORT ALEXANDER,56.24684,-134.64815,1.0,"May 07, 1979","Nov 17, 2015",AK_ASOS,METAR_RESET_MINUTE=50
131,PALJ,PORT ALSWORTH,60.204,-154.319,81.0,"Dec 31, 1972",,AK_ASOS,METAR_RESET_MINUTE=50
132,PAPC,Port Clarence,65.2537,-166.8585,5.0,"Dec 31, 1972",,AK_ASOS,METAR_RESET_MINUTE=50
133,PAPH,PORT HEIDEN (AMOS),56.9591,-158.63336,29.0,"Aug 02, 1942",,AK_ASOS,METAR_RESET_MINUTE=56
134,PAPR,PROSPECT CREEK,66.81406,-150.64361,335.0,"Jan 01, 1948",,AK_ASOS,METAR_RESET_MINUTE=50
135,PAPT,PUNTILLA (LAKE),62.1,-152.75,560.0,"Dec 31, 1972",,AK_ASOS,METAR_RESET_MINUTE=59
136,PAQH,Quinhagak,59.7551,-161.8454,12.0,"Feb 12, 2014",,AK_ASOS,METAR_RESET_MINUTE=56
137,PADG,Red Dog,68.03211,-162.89919,295.4,"Nov 26, 2007",,AK_ASOS,METAR_RESET_MINUTE=58
138,PARD,RED DOG,68.03139,-162.90306,288.97864,"Jan 10, 2000","Mar 21, 2016",AK_ASOS,
139,PARY,RUBY,64.73,-155.47,199.0,"Jun 01, 1953",,AK_ASOS,METAR_RESET_MINUTE=56
140,PARS,RUSSIAN MISSION,61.77489,-161.3194,16.0,"May 12, 1976",,AK_ASOS,METAR_RESET_MINUTE=56
141,PASM,SAINT MARY S (AWOS),62.06083,-163.30183,95.0,"Apr 08, 1979",,AK_ASOS,METAR_RESET_MINUTE=56
142,PASN,SAINT PAUL ISLAND (ASOS),57.15528,-170.22222,9.0,"Nov 05, 1943",,AK_ASOS,HASTAF=1 METAR_RESET_MINUTE=53 HAS1MIN=1
143,PASD,SAND POINT,55.31369,-160.52142,7.0,"Jun 01, 1980",,AK_ASOS,METAR_RESET_MINUTE=56 HASTAF=1
144,PASA,SAVOONGA AIRPORT,63.68639,-170.49264,16.0,"Jun 29, 1987",,AK_ASOS,METAR_RESET_MINUTE=56
145,PACM,SCAMMON BAY,61.84454,-165.57375,4.0,"Sep 30, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
146,PASK,SELAWIK,66.60014,-159.98575,8.0,"Dec 31, 1993",,AK_ASOS,METAR_RESET_MINUTE=56
147,PASO,SELDOVIA (ASOS),59.44244,-151.70405,10.0,"Jun 01, 1997",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53
148,PAWD,SEWARD (ASOS),60.12694,-149.41861,18.0,"Jan 01, 1945",,AK_ASOS,METAR_RESET_MINUTE=53 HAS1MIN=1
149,PAHX,Shageluk,62.69231,-159.5692,17.0,"Feb 05, 2014",,AK_ASOS,METAR_RESET_MINUTE=2
150,PFSH,Shaktoolik,64.37108,-161.22397,7.0,"Dec 05, 2010",,AK_ASOS,METAR_RESET_MINUTE=56
151,PASP,SHEEP MOUNTAIN,61.81225,-147.50445,838.0,"Dec 31, 1948","Oct 31, 2011",AK_ASOS,
152,PASY,SHEMYA AFB,52.71407,174.11691,30.0,"Jun 21, 1943",,AK_ASOS,METAR_RESET_MINUTE=58
153,PASH,SHISHMAREF (AWOS),66.24957,-166.08935,2.0,"Nov 04, 1983",,AK_ASOS,METAR_RESET_MINUTE=56
154,PAGH,Shungnak,66.88808,-157.1624,60.0,"Feb 08, 1985",,AK_ASOS,METAR_RESET_MINUTE=56
155,PASI,SITKA/JAPONSKI ARPT (ASOS),57.04714,-135.36161,20.0,"Jul 01, 1948",,AK_ASOS,HASTAF=1 HAS1MIN=1 METAR_RESET_MINUTE=53
156,PAGY,Skagway,59.45383,-135.32771,11.0,"Dec 31, 1972",,AK_ASOS,HASTAF=1 METAR_RESET_MINUTE=53 HAS1MIN=1
157,PASW,SKWENTNA,61.96529,-151.19137,45.0,"Jul 31, 1948","Sep 30, 2016",AK_ASOS,METAR_RESET_MINUTE=50
158,PADT,SLANA AIRPORT,62.70889,-143.98111,730.0,"Sep 03, 1974","Jun 30, 2011",AK_ASOS,
159,PASL,SLEETMUTE,61.71667,-157.15,54.0,"Mar 01, 1994",,AK_ASOS,METAR_RESET_MINUTE=56
160,PALK,SNOWSHOE LAKE,62.03333,-142.66666,735.0,"Dec 31, 1972","Sep 30, 2016",AK_ASOS,
161,PASX,SOLDOTNA,60.47583,-151.03417,33.0,"May 01, 1983",,AK_ASOS,METAR_RESET_MINUTE=56
162,PFWS,South Naknek,58.70208,-157.00258,46.595665,"Aug 18, 1994",,AK_ASOS,METAR_RESET_MINUTE=56
163,PASV,SPARREVOHN (AWOS),61.09721,-155.57477,484.0,"Jul 11, 1951",,AK_ASOS,METAR_RESET_MINUTE=55
164,PAPB,ST GEORGE ISLAND (ASOS),56.57694,-169.66306,35.0,"Oct 01, 1996",,AK_ASOS,METAR_RESET_MINUTE=53 HAS1MIN=1
165,PAMK,ST MICHAEL,63.49,-162.11,28.0,"May 26, 2006",,AK_ASOS,METAR_RESET_MINUTE=56
166,PAJV,SUTTON,61.71667,-148.88333,265.0,"Dec 31, 1991","Nov 01, 2011",AK_ASOS,
167,PATK,TALKEETNA (ASOS),62.32,-150.095,109.0,"Jul 01, 1948",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53 HASTAF=1
168,PATA,TANANA/CALHOUN MEM (ASOS),65.17444,-152.10694,67.0,"Jun 01, 1943",,AK_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=52 HASTAF=1
169,PATL,TATALINA (AWOS),62.89437,-155.97653,294.0,"Apr 01, 1952",,AK_ASOS,METAR_RESET_MINUTE=55
170,PATE,Teller,65.24038,-166.33934,90.0,"Aug 01, 1943",,AK_ASOS,METAR_RESET_MINUTE=56
171,PATC,TIN CITY AFS (AWOS),65.56403,-167.92246,83.0,"May 04, 1953",,AK_ASOS,METAR_RESET_MINUTE=55
172,PATG,TOGIAC VILLAGE AWOS,59.05363,-160.39692,6.0,"Dec 01, 1989",,AK_ASOS,METAR_RESET_MINUTE=56
173,PFTO,Tok Junction,63.32951,-142.95368,501.0,"Oct 04, 2023",,AK_ASOS,
174,PAOO,TOOKSOK BAY,60.54134,-165.08719,18.0,"Sep 30, 2005",,AK_ASOS,METAR_RESET_MINUTE=56
175,PAUM,Umiat,69.3711,-152.135,83.0,"Jan 01, 1946","Apr 10, 2013",AK_ASOS,
176,PAUN,UNALAKLEET (AWOS),63.8885,-160.79911,6.0,"Jun 01, 1943",,AK_ASOS,METAR_RESET_MINUTE=56 HASTAF=1
177,PAVD,VALDEZ,61.134,-146.248,37.0,"Apr 30, 1975",,AK_ASOS,METAR_RESET_MINUTE=56 HASTAF=1
178,PAVW,VALDEZ,61.13333,-146.35,10.0,"Jul 02, 1967","Mar 06, 2007",AK_ASOS,
179,PAFB,WAINWRIGHT AAF,64.8375,-147.61444,137.0,"Feb 05, 1941",,AK_ASOS,METAR_RESET_MINUTE=58
180,PAWI,WAINWRIGHT AIRPORT (ASOS),70.638,-159.99475,27.0,"Jul 01, 1948",,AK_ASOS,METAR_RESET_MINUTE=53 HAS1MIN=1
181,PAIW,Wales,65.62258,-168.09494,6.7,"Nov 15, 2008",,AK_ASOS,METAR_RESET_MINUTE=56
182,PAWS,WASILLA NEW ARPT,61.57194,-149.54056,113.0,"Jul 01, 1948",,AK_ASOS,METAR_RESET_MINUTE=56
183,PAWM,White Mountain,64.6892,-163.4128,81.0,"Nov 18, 2011",,AK_ASOS,METAR_RESET_MINUTE=56
184,PAWR,WHITTIER,60.777,-148.722,9.0,"Apr 30, 1975","May 20, 2012",AK_ASOS,
185,PAUO,WILLOW AIRPORT,61.75419,-150.05174,67.0,"Jan 01, 1978","Oct 31, 2011",AK_ASOS,
186,PAWG,WRANGELL,56.48433,-132.36983,13.0,"Dec 31, 1972",,AK_ASOS,METAR_RESET_MINUTE=56 HASTAF=1
187,PAYA,Yakutat,59.51209,-139.67103,14.729266,"May 01, 1941",,AK_ASOS,HASTAF=1 METAR_RESET_MINUTE=53 HAS1MIN=1
