,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
42,RAM,PHI OIL PLAT,29.05,-88.08333,10.0,"Feb 16, 2005","Nov 07, 2011",AL_ASOS,
43,1A9,Prattville,32.4387,-86.5127,63.56335,"Jun 17, 2014",,AL_ASOS,IS_AWOS=1 METAR_RESET_MINUTE=55
44,HUA,REDSTONE ARSENAL,34.67865,-86.68478,209.0,"Aug 11, 2004",,AL_ASOS,METAR_RESET_MINUTE=58
45,4A6,Scottsburo,34.6887,-86.0059,198.0,"Nov 30, 2010",,AL_ASOS,METAR_RESET_MINUTE=55 IS_AWOS=1
46,SEM,Selma,32.3439,-86.9878,44.254955,"Jul 01, 1941",,AL_ASOS,METAR_RESET_MINUTE=55
47,SXS,Shell AHP,31.36116,-85.85494,122.25867,"May 20, 2014",,AL_ASOS,METAR_RESET_MINUTE=58
48,SCD,Sylacauga,33.1718,-86.3055,170.50438,"Nov 05, 2014",,AL_ASOS,METAR_RESET_MINUTE=55 IS_AWOS=1
49,ASN,Talladega,33.5695,-86.0512,155.31592,"Aug 20, 2014",,AL_ASOS,HASTAF=1 METAR_RESET_MINUTE=55 IS_AWOS=1
50,TOI,TROY MUNICIPAL,31.86042,-86.01214,121.0,"Apr 09, 1969",,AL_ASOS,HAS1MIN=1 METAR_RESET_MINUTE=53 HASTAF=1
51,TCL,TUSCALOOSA MUNI,33.2119,-87.6161,52.0,"Jan 01, 1949",,AL_ASOS,HAS1MIN=1 HASTAF=1 METAR_RESET_MINUTE=53
