,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
112,BRRA2,BRADLEY RIVER 25 ENE Bradley River blw Dam nr Homer,59.7583,-150.8506,354.0,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
113,BRTA2,BRADLEY RIVER 25 ENE Bradley River nr Tidewater nr Homer,59.8017,-150.8828,23.0,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
114,BRUA2,BRADLEY RIVER 29 E Upper Bradley River nr Nuka Glacier nr Homer,59.7006,-150.7025,355.48947,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
115,BRNA2,Bradley River AT Middle Fork Bradley blw North Fork,59.7983,-150.8633,120.21637,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
116,KCSA2,Bruno Road,60.1799,-149.3821,62.0,"Aug 30, 2021",,AK_DCP,PEDTS=HGIRZ
117,BKLA2,Buckland RAWS,65.908,-160.8743,118.197685,"Jul 18, 2012",,AK_DCP,
118,BUSA2,BUSKIN RIVER NEAR KODIAK,57.7583,-152.5131,18.472704,"Dec 07, 2010","Feb 24, 2011",AK_DCP,
119,BTEA2,Butte,61.5333,-148.9947,20.407759,"Oct 24, 2011","Mar 19, 2014",AK_DCP,
120,CCSA2,Campbell Creek 6 S Campbell Creek nr Dimond,61.1394,-149.9233,7.0,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
121,CBKA2,CAMPBELL CREEK TRACT RAWS,61.1586,-149.7967,67.41695,"Dec 07, 2010",,AK_DCP,
122,CANA2,CANNING RIVER NEAR KAKTOVIK,69.5255,-146.2309,359.52158,"Dec 07, 2010","Jun 07, 2013",AK_DCP,
123,CLAA2,CANYON LAKE SCAN,59.42,-161.16,167.6,"Dec 01, 2014","Apr 04, 2017",AK_DCP,
124,CKLA2,CAPE KIAVAK RAWS,56.9992,-153.5419,0.0,"Dec 07, 2010","Dec 13, 2015",AK_DCP,
125,SECA2,CAPE ST. ELIAS WX ARRAY,59.7981,-144.5988,18.027502,"Dec 16, 2010",,AK_DCP,
126,CRBA2,CARIBOU LAKE,59.8997,-151.0575,379.32608,"Dec 07, 2010",,AK_DCP,
127,CARA2,Carlanna Lake Dam,55.36833,-131.69139,161.0,"Sep 03, 2021",,AK_DCP,PEDTS=HPIRZ
128,CENA2,Central,65.4958,-144.6533,262.05435,"Jun 04, 2011","Dec 30, 2021",AK_DCP,
129,CTEA2,CENTRAL,65.5667,-144.7653,275.4509,"Dec 16, 2010","Dec 16, 2010",AK_DCP,
130,CKCA2,CHAKACHATNA RIVER NEAR TYONEK,61.2122,-152.3572,365.83658,"Dec 07, 2010","Oct 20, 2011",AK_DCP,
131,PRCA2,Chalkyitsik - Porcupine River,67.0779,-142.4789,175.0,"May 21, 2011","May 20, 2014",AK_DCP,
132,CIKA2,CHALKYITSIK WEST,66.5906,-144.3411,147.0,"Dec 07, 2010",,AK_DCP,
133,CHTA2,CHATANIKA RAWS NR,65.0167,-148.6,363.45074,"Dec 07, 2010",,AK_DCP,
134,CRSA2,CHATANIKA RIVER 24 NE Chatanika River at Steese Hwy Bridge,65.1906,-147.2542,231.24312,"Oct 25, 2011",,AK_DCP,PEDTS=HGIRZ
135,CHAA2,CHATANIKA RIVER 9 NNW Chatanika River at Elliott Hwy Bridge,65.0853,-147.7217,170.93141,"Dec 01, 2011","May 09, 2020",AK_DCP,
136,CECA2,CHECKERS CREEK SCAN,65.4,-164.71,99.4,"Dec 01, 2014","Apr 04, 2017",AK_DCP,
137,CKKA2,CHEKIOK CREEK NEAR PEDRO BAY,59.85722,-154.37639,110.47026,"Aug 16, 2011","Oct 22, 2013",AK_DCP,
138,MTCA2,Chena Hot Springs - Montana Creek,65.36,-146.0864,629.0,"Sep 22, 2015",,AK_DCP,
139,CNRA2,CHENA HOT SPRINGS RESORT,65.0528,-146.0561,353.32727,"Dec 16, 2010","Dec 01, 2011",AK_DCP,
140,CNPA2,Chena Lakes Ice,64.7686,-147.2133,151.23688,"Nov 01, 2011",,AK_DCP,
141,CHFA2,Chena River 1 ENE Chena River at Fairbanks,64.8458,-147.7011,135.0,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
142,CRHA2,CHENA RIVER 26 WSW Chena River blw Hunts Creek,64.86,-146.8033,181.0,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
143,UCHA2,CHENA RIVER 39 ENE Chena River nr Two Rivers,64.90278,-146.35694,228.1808,"Apr 21, 2011",,AK_DCP,PEDTS=HGIRZ
144,MCDA2,CHENA RIVER 3 NE Chena River nr North Pole,64.80083,-147.22778,150.0,"Apr 22, 2011",,AK_DCP,PEDTS=HGIRZ
145,CNDA2,Chena River At Nordale Road,64.8466,-147.4096,140.80957,"Nov 30, 2011","Feb 28, 2017",AK_DCP,
146,CPIA2,Chena River At Pikes Landing Ice,64.8311,-147.8472,129.5566,"Nov 30, 2011",,AK_DCP,
147,CHYA2,Cheney Lake,61.2019,-149.76,64.8573,"Nov 28, 2011","Dec 14, 2021",AK_DCP,
148,CHRA2,CHESTER CREEK 98 N Chester Creek at Arctic Blvd,61.2053,-149.8333,41.0,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
149,HRPA2,Chickaloon - Horsepasture Pass,62.1333,-147.6333,1285.9634,"Nov 26, 2014",,AK_DCP,
150,CKNA2,CHICKEN,64.0506,-141.9317,513.47473,"Dec 07, 2010",,AK_DCP,
151,CREA2,CHICKEN CREEK,62.1242,-141.8453,1557.4739,"Dec 07, 2010",,AK_DCP,
152,CHCA2,CHIEF COVE RAWS,57.7294,-153.9325,2.5133462,"Dec 07, 2010","Nov 15, 2021",AK_DCP,
153,CGMA2,CHIGMIT MOUNTAINS,60.2231,-153.4581,1221.7301,"Dec 07, 2010",,AK_DCP,
154,CRWA2,Chignik Lake 2ENE - Chignik River,56.2622,-158.7053,14.254836,"Jul 01, 2017","Aug 23, 2022",AK_DCP,PEDTS=HGIRZ
155,CKTA2,Chilkat River 98 N Chilkat River at Klukwan,59.3981,-135.8928,40.0,"Dec 16, 2010",,AK_DCP,PEDTS=HGIRZ
156,CKPA2,Chilkoot Pass near Skagway,59.6956,-135.2592,1282.3488,"Dec 07, 2010",,AK_DCP,
157,CHMA2,Chimney Lake RAWS,67.75583,-150.49333,756.0,"Sep 06, 2012",,AK_DCP,
158,CCPA2,CHINKELYES CREEK NEAR PEDRO BAY,59.7044,-153.71,162.70645,"Dec 07, 2010","Oct 20, 2013",AK_DCP,
159,CSNA2,CHISANA AIRSTRIP,62.1333,-142.0833,964.0,"Dec 07, 2010",,AK_DCP,
160,CRNA2,CHISANA RIVER 5 NE Chisana River at Northway,63.0064,-141.8047,536.0,"May 02, 2012",,AK_DCP,PEDTS=HGIRZ
161,CNAA2,CHISANA SNOTEL,62.069,-142.049,1011.9,"May 20, 2011",,AK_DCP,
162,CZOA2,CHISTOCHINA,62.5653,-144.6647,565.8504,"Dec 07, 2010",,AK_DCP,
163,EGHA2,CHITINA AIRPORT,61.5828,-144.4272,158.02274,"Dec 16, 2010","Mar 19, 2014",AK_DCP,
164,COBA2,Chitina - Copper River,61.4828,-144.4536,183.0,"Jun 06, 2012","Jul 28, 2013",AK_DCP,
165,CXCA2,CHITINA RAWS,61.5319,-144.4397,403.0768,"Dec 07, 2010",,AK_DCP,
166,TEKA2,Chitina - Tiekel,61.2953,-145.3336,1594.2988,"May 21, 2011","Oct 30, 2012",AK_DCP,
167,CTUA2,Chititu Camp,61.2708,-142.6269,1273.1593,"Jun 25, 2011",,AK_DCP,
168,CPAA2,Chulitna River AT Chulitna River near Port Alsworth,60.1828,-154.5758,88.463974,"Dec 07, 2010","Oct 03, 2017",AK_DCP,
169,CLTA2,Chulitna River AT Chulitna River near Talkeetna,62.5586,-150.2339,165.0,"Jun 04, 2012","Feb 01, 2021",AK_DCP,
170,BCCA2,Circle,65.86667,-144.25,178.0,"Jul 28, 2022",,AK_DCP,PEDTS=HGIRZ
171,CIRA2,Circle City,65.8333,-144.0667,178.23253,"May 03, 2012","Jul 31, 2020",AK_DCP,
172,CLEA2,Clear Creek AT Clear Creek near Hog River,66.2198,-155.5876,103.97583,"Dec 07, 2010","Apr 07, 2019",AK_DCP,
173,CSKA2,CLEAR SKY,65.2542,-149.1828,258.42096,"Dec 16, 2010",,AK_DCP,
174,CLRA2,CLEARY SUMMIT,65.0467,-147.4373,681.8631,"Dec 16, 2010","Mar 19, 2014",AK_DCP,
175,CLCA2,COAL CREEK,65.3139,-143.1322,254.64163,"Dec 07, 2010",,AK_DCP,
176,HCCA2,Coffman Cove 8SSW - Hatchery Creek,55.90861,-132.93083,65.4978,"Aug 07, 2017",,AK_DCP,PEDTS=HGIRZ
177,GRYA2,Coldfoot - Grayling,66.9566,-150.3889,456.0,"Apr 02, 2012",,AK_DCP,
178,JIMA2,Coldfoot - Jim River Ice,66.7939,-150.7317,291.0,"Apr 01, 2012","Apr 15, 2013",AK_DCP,
179,COFA2,COLDFOOT SNOTEL,67.25333,-150.183,317.0,"May 20, 2011","Oct 14, 2019",AK_DCP,
180,CLMA2,COLUMBIA GLACIER,61.238,-146.8783,917.1222,"Dec 16, 2010","Oct 09, 2015",AK_DCP,
181,CRUA2,Colville River AT Colville River near Umiat,69.3764,-152.0944,78.18553,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
182,CONA2,CONTACT CREEK,58.2075,-155.9192,200.6501,"Dec 07, 2010",,AK_DCP,
183,COCA2,COOPER CREEK 2 W Cooper Creek at Mouth nr Cooper Landing,60.4839,-149.8803,130.0,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
184,CORA2,COOPER LAKE SNOTEL,60.39027,-149.6936,365.8,"Oct 24, 2011",,AK_DCP,
185,STWA2,Cooper Landing 11ENE - Seward Highway,60.547,-149.5349,916.0,"Sep 30, 2021",,AK_DCP,
186,QCKA2,Cooper Landing 4E - Quartz Creek,60.4804,-149.7208,136.0,"Feb 28, 2021",,AK_DCP,PEDTS=HGIRZ
187,JCCA2,Cooper Landing - Jean Creek,60.83972,-150.29083,82.0,"Aug 13, 2021",,AK_DCP,PEDTS=HGIRG
188,JNLA2,Cooper Landing - Jean Lake Ice,60.5122,-150.1769,121.0,"Apr 19, 2012","Apr 19, 2012",AK_DCP,
189,MDBA2,COPPER RIVER 36 NE Copper River nr Million Dollar Bridge,60.6717,-144.7447,37.674877,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
190,CCTA2,COPPER RIVER 42 SW Copper River at Chitina,61.5258,-144.4119,145.0,"Dec 16, 2010",,AK_DCP,PEDTS=HGIRG
191,CSGA2,Cordova 11ENE - Scott Glacier,60.6835,-145.136,1129.0,"Sep 09, 2022",,AK_DCP,
192,KDVA2,Cordova 14SE - USCRN,60.47306,-145.35417,49.0,"Aug 14, 2017",,AK_DCP,
193,OSNA2,Cordova 20NW - WF Olsen Bay Creek,60.76139,-146.17222,36.0,"Jul 02, 2021",,AK_DCP,PEDTS=HGIRZ
194,PWRA2,Cordova 6NE - Power Creek,60.5887,-145.6046,253.0,"Sep 30, 2021",,AK_DCP,
195,CBHA2,CORDOVA BOAT HARBOR,60.5419,-145.7664,0.0,"Dec 16, 2010","Sep 06, 2017",AK_DCP,
196,EYLA2,Cordova - Eyak Lake,60.5514,-145.6914,13.605179,"Oct 25, 2011",,AK_DCP,PEDTS=HGIRZ
197,SEIA2,Cordova - Seal Island,60.4266,-147.403,1.0,"Nov 26, 2014","Oct 14, 2019",AK_DCP,
198,COTA2,Cottonwood Creek,65.3458,-155.9361,401.5029,"May 13, 2011",,AK_DCP,
199,CTLA2,Cottonwood Lake Ice,61.6,-149.3167,104.93713,"Feb 02, 2012",,AK_DCP,
200,ELLA2,Council - Ella Creek,65.2714,-163.8114,610.0,"Sep 06, 2013","Oct 06, 2022",AK_DCP,
201,COVA2,COVILLE,58.7972,-155.5706,404.46774,"Dec 07, 2010",,AK_DCP,
202,CRGA2,Craig,55.4772,-133.1472,9.407923,"Jun 15, 2012",,AK_DCP,
203,CPBA2,CROWLEY DOCK CAPTAINS BAY,53.8522,-166.5728,0.0001896,"Dec 16, 2010","Aug 30, 2016",AK_DCP,
204,DCKA2,DAHL CREEK 3 N Dahl Creek nr Kobuk,66.9461,-156.9089,70.0,"Dec 07, 2010",,AK_DCP,PEDTS=HGIRZ
205,QRZA2,DAHL/QUARTZ CREEK N OF NOME,65.3653,-164.83,130.72774,"Dec 07, 2010",,AK_DCP,
206,DCSA2,DAVIES CREEK SNOTEL,58.7,-134.86,629.4,"Nov 13, 2015","Dec 27, 2022",AK_DCP,
207,DDHA2,Deadhorse,70.1616,-148.4648,15.0,"Jun 30, 2014",,AK_DCP,
208,FBLA2,Deadhorse 22SW - Franklin Bluffs,69.8922,-148.768,69.0,"Sep 30, 2021",,AK_DCP,
209,DRTA2,Deering 1NNW - Tide,66.0972,-162.7405,2.0,"Oct 10, 2022",,AK_DCP,PEDTS=HMIRZ
210,BOLA2,Delta Junction 12SSW - Bolio Lake,63.8868,-145.8465,423.0,"Nov 18, 2022",,AK_DCP,
