,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
92,JLPA2,JUNEAU LENA POINT,58.3881,-134.765,53.90586,"Oct 02, 2011",,AK_COOP,
93,JMSA2,Juneau Mile 11,58.403,-134.753,63.05257,"Nov 01, 2011","Dec 03, 2012",AK_COOP,
94,JOPA2,Juneau Outer Point,58.2947,-134.6728,34.111828,"Dec 12, 2011","Oct 09, 2016",AK_COOP,
95,KCKA2,KACHEMAK CREEK SNOTEL,59.72893,-150.66113,506.0,"Nov 23, 2011","May 30, 2019",AK_COOP,
96,DIKA2,Kandrik River near Eagle,65.5662,-141.5208,375.67493,"Nov 29, 2011","Jun 26, 2014",AK_COOP,
97,ENA,KENAI AIRPORT,60.57909,-151.24152,30.1752,"Mar 04, 2021",,AK_COOP,
98,KEYA2,KENAI RIVER E Kenai River at Kenai Keys,60.5278,-150.6,108.56111,"Nov 30, 2011",,AK_COOP,
99,KTAA2,KETCHIKAN 13N,55.453,-131.8188,99.627365,"Oct 23, 2011",,AK_COOP,
100,KTN,KETCHIKAN AIRPORT,55.3586,-131.72195,25.6032,"Mar 04, 2021",,AK_COOP,
101,KERA2,Keystone Ridge,64.9156,-148.2711,479.03046,"Nov 30, 2011",,AK_COOP,
102,KWPA2,Klawock 1ESE - Water Plant,55.5515,-133.0646,30.211132,"Nov 14, 2019",,AK_COOP,
103,AKW,KLAWOCK AIRPORT,55.58191,-133.07468,20.7264,"Mar 04, 2021",,AK_COOP,
104,KKBA2,Kodiak - Kitoi Bay Hatchery,58.1913,-152.3722,9.112984,"Oct 16, 2015",,AK_COOP,
105,KWWA2,Kodiak Waste Water Treatment Plant,57.8048,-152.3561,19.058645,"Dec 05, 2011",,AK_COOP,
106,OTZ,KOTZEBUE AIRPORT,66.88569,-162.6068,3.3528,"Mar 04, 2021",,AK_COOP,
107,MCGA2,KUSKOKWIM RIVER 1 ENE Kuskokwim River at McGrath,62.95,-155.5833,99.0,"May 20, 2012",,AK_COOP,
108,LMHA2,LAKE MINCHUMINA,63.8933,-152.3106,274.31607,"Dec 08, 2010",,AK_COOP,
109,5WO,LAZY MOUNTAIN,61.6266,-149.0365,223.4184,"Mar 04, 2021",,AK_COOP,
110,SITA2,Little Port Walter near Sitka,56.3833,-134.65,19.412035,"Nov 15, 2011",,AK_COOP,
111,LSOA2,LITTLE SUSITNA AT Little Su at Hatcher Pass Bridge,61.7097,-149.2319,283.02512,"Oct 25, 2011",,AK_COOP,
112,MLYA2,Manley Hot Springs 15NE,65.135,-150.223,160.0,"Jun 19, 2016",,AK_COOP,
113,MCG,MCGRATH AP,62.9574,-155.61009,100.8888,"Mar 04, 2021",,AK_COOP,
114,MSTA2,Mentasta Lake 7E - Bartell Creek,62.9331,-143.5742,722.61,"Dec 12, 2011","Aug 13, 2014",AK_COOP,
115,MPUA2,Metlakatla 3SSW - Power,55.0856,-131.5902,39.153248,"Nov 09, 2019",,AK_COOP,
116,DAMA2,MONASHKA CREEK DAM,57.8426,-152.4585,51.346798,"Nov 08, 2011",,AK_COOP,
117,MOPA2,Moose Pass 3NW,60.5029,-149.4261,181.0,"Dec 13, 2012",,AK_COOP,
118,OME,NOME AIRPORT,64.51112,-165.44002,5.4864,"Mar 04, 2021",,AK_COOP,
119,NOPA2,NORTH POLE,64.75,-147.3333,147.95235,"Oct 23, 2011",,AK_COOP,
120,HRLA2,North Pole - Harding Lake,64.4365,-146.8174,222.0,"Feb 08, 2016","May 15, 2018",AK_COOP,
121,PAQ,PALMER AIRPORT,61.59505,-149.09175,71.0184,"Mar 04, 2021",,AK_COOP,
122,PMLA2,Palmer Job Corps,61.5888,-149.0992,65.71677,"Nov 01, 2011",,AK_COOP,
123,PALA2,Palmer - Matanukska Exp Farm,61.5664,-149.2542,50.96499,"Dec 12, 2011",,AK_COOP,
124,ACRA2,PARKS HIGHWAY AT ANTLER CREEK,63.8096,-148.9646,530.9479,"Oct 24, 2011",,AK_COOP,
125,PECA2,PELICAN,57.9606,-136.2292,64.9614,"Oct 18, 2011",,AK_COOP,
126,APGA2,Petersburg,56.8055,-132.9372,26.450365,"Feb 09, 2019",,AK_COOP,
127,PSG,PETERSBURG AIRPORT,56.8014,-132.9453,29.965548,"Oct 24, 2011",,AK_COOP,
128,PTBA2,POINT BAKER,56.3533,-133.6214,6.679821,"Oct 11, 2011","Nov 26, 2020",AK_COOP,
129,PORA2,PORTAGE GLACIER VISITOR CENTER,60.78351,-148.84839,32.6136,"Mar 04, 2021",,AK_COOP,
130,PACA2,PORT ALCAN,62.6209,-141.0069,605.066,"Oct 09, 2011",,AK_COOP,
131,APNA2,Prudhoe Bay - Alpine Airstrip,70.3461,-150.9283,1.0,"Oct 15, 2012",,AK_COOP,
132,GLNA2,RADIO STATION KCAM,62.1167,-145.5333,439.47754,"Oct 25, 2011",,AK_COOP,
133,RUBA2,RUBY 14NE,64.8694,-155.1178,66.775,"Oct 24, 2011","Dec 03, 2012",AK_COOP,
134,SNP,SAINT PAUL ISLAND AIRPORT,57.15505,-170.22272,7.9248,"Mar 04, 2021",,AK_COOP,
135,SNPA2,SAINT PAUL ISLAND CRN,57.1575,-170.2119,6.0461864,"Dec 09, 2010",,AK_COOP,
136,SDP,SAND POINT AP,55.31944,-160.52083,6.4008,"Mar 04, 2021",,AK_COOP,
137,TOKA2,SCHOOL,63.3333,-142.9833,500.15677,"Oct 12, 2011","Aug 27, 2017",AK_COOP,
138,SWHA2,Seward 19N,60.3538,-149.3483,174.0,"Oct 18, 2012","Feb 28, 2014",AK_COOP,
139,SWDA2,Seward 8NW,60.2,-149.6167,112.42627,"Oct 18, 2012","Aug 31, 2016",AK_COOP,
140,SIT,SITKA AIRPORT,57.04746,-135.36703,6.096,"Mar 04, 2021",,AK_COOP,
141,SIKA2,SITKA CRN,57.0574,-135.3266,26.82615,"Dec 09, 2010",,AK_COOP,
142,SWPA2,Sitka Wtp,57.0467,-135.3497,4.6021028,"Nov 30, 2011",,AK_COOP,
143,SGCA2,SKAGWAY 6NE,59.5272,-135.2319,328.8277,"Oct 25, 2011","Oct 31, 2015",AK_COOP,
144,SKGA2,SKAGWAY RIVER 98 N Skagway River nr Skagway,59.4547,-135.3136,17.271471,"Nov 30, 2011",,AK_COOP,
145,SKWA2,SKWENTNA RIVER 98 N Skwentna River at Skwentna,61.9619,-151.1669,58.44277,"May 29, 2012",,AK_COOP,
146,SPPA2,SNETTISHAM POWER PLANT,58.1422,-133.7386,25.28176,"Oct 04, 2011",,AK_COOP,
147,SODA2,Soldotna 5SSW,60.4194,-151.1336,59.09307,"Oct 14, 2012",,AK_COOP,
148,LONA2,Sterling - Longmiere Lake,60.4903,-150.9194,80.0,"Oct 18, 2012",,AK_COOP,
149,TKA,TALKEETNA AIRPORT,62.31978,-150.09744,106.68,"Mar 04, 2021",,AK_COOP,
150,TAL,TANANA AIRPORT,65.173,-152.10677,68.58,"Mar 04, 2021",,AK_COOP,
151,MHSA2,TANANA RIVER 45 ESE Tanana River at Manley Hot Springs-,65.0014,-150.6322,80.0,"May 01, 2012",,AK_COOP,
152,THBA2,THORNE BAY WATER,55.6986,-132.5273,102.31402,"Oct 01, 2011",,AK_COOP,
153,TOAA2,TOK #2,63.3155,-143.0053,504.0099,"Oct 24, 2011",,AK_COOP,
154,TOFA2,Tok Forestry,63.3333,-142.9972,504.08255,"Jun 25, 2012","Nov 07, 2013",AK_COOP,
155,UHSA2,Upper Hillside,61.1167,-149.7167,424.03564,"Nov 30, 2011",,AK_COOP,
156,VCOA2,Valdez,61.1342,-146.356,23.0,"Apr 10, 2014",,AK_COOP,
157,WNHA2,Wally Noerenburg Hatchery,60.7986,-148.0872,10.445292,"Nov 30, 2011",,AK_COOP,
158,MXYA2,W.F. KENNICOTT RIVER 58 NW Kennicott River nr McCarthy,61.418,-142.9961,385.0,"Apr 06, 2012",,AK_COOP,
159,WMO,WHITE MOUNTAIN,64.68333,-163.39999,6.096,"Mar 04, 2021",,AK_COOP,
160,WITA2,WHITESTONE FARMS,64.1539,-145.8894,303.8431,"Oct 24, 2011",,AK_COOP,
161,WHIA2,Whittier - Main Bay,60.5,-148.0833,472.71048,"Aug 01, 2012",,AK_COOP,
162,WSMA2,WISEMAN,67.4192,-150.1069,360.0,"Feb 20, 2012",,AK_COOP,
163,WODA2,WOODSMOKE,64.7802,-147.275,146.0,"Oct 20, 2011",,AK_COOP,
164,WRG,WRANGELL AP,56.4732,-132.38741,17.0688,"Mar 07, 2021",,AK_COOP,
165,YPWA2,Yakutat 1SE - Power,59.545,-139.7249,37.19725,"Nov 01, 2019","Mar 01, 2020",AK_COOP,
166,YAK,YAKUTAT AIRPORT,59.51211,-139.67104,12.4968,"Mar 04, 2021",,AK_COOP,
