,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
62,AL1100,BRIERFIELD,33.03777,-87.00234,112.776,"May 01, 2018","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=BFDA1|AL_COOP
63,AL1143,BROOKWOOD,33.262,-87.3103,153.3144,"Jun 01, 1960","Oct 31, 2010",ALCLIMATE,
64,AL1178,BRUNDIDGE,31.7055,-85.8369,138.684,"Jul 01, 1930","Dec 31, 2017",ALCLIMATE,TRACKS_STATION=BRUA1|AL_COOP
65,AL1189,BUTLER,32.09111,-88.23222,60.96,"Jun 01, 1989","Aug 01, 2005",ALCLIMATE,
66,AL1225,CAHABA PUMP HOUSE,33.4517,-86.7158,140.5128,"Dec 01, 1981","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=CHTA1|AL_COOP
67,AL1288,CALERA,33.0944,-86.7455,161.544,"Sep 01, 1900","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=CLRA1|AL_COOP
68,AL1301,CAMDEN 3 NW,32.02889,-87.31667,71.628,"Jun 01, 1908","Dec 31, 2001",ALCLIMATE,
69,AL1315,CAMPBELL,31.91667,-87.98333,27.1272,"Jul 01, 1948","Sep 30, 1951",ALCLIMATE,
70,AL1324,CAMP HILL 2NW,32.82361,-85.65611,680.0,"Feb 01, 1893","Nov 25, 2013",ALCLIMATE,TRACKS_STATION=CPHA1|AL_COOP
71,AL1377,CARBON HILL 4SE,33.8463,-87.4871,136.5504,"Mar 01, 1938","Dec 20, 2017",ALCLIMATE,TRACKS_STATION=CRHA1|AL_COOP
72,AL1492,CENTER GROVE,34.38333,-86.63333,238.0488,"Oct 01, 1935","Mar 31, 1962",ALCLIMATE,
73,AL1490,CENTRE,34.15,-85.6846,182.88,"Jan 01, 2002",,ALCLIMATE,TRACKS_STATION=CTRA1|AL_COOP
74,AL1512,CENTRE 4 SW,34.11667,-85.73333,188.0616,"Feb 01, 1956","Oct 31, 1984",ALCLIMATE,
75,AL1520,CENTREVILLE,32.95,-87.13333,67.056,"Dec 01, 1916","Nov 30, 1974",ALCLIMATE,
76,AL1525,CENTREVILLE WSMO,32.9,-87.25,138.0744,"Dec 01, 1974","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=CENA1|AL_COOP
77,AL1566,CHATOM,31.4715,-88.2504,86.868,"Sep 01, 1949","Oct 02, 2019",ALCLIMATE,TRACKS_STATION=CHAA1|AL_COOP
78,AL1615,CHILDERSBURG,33.28333,-86.36667,145.9992,"Jan 01, 1891","Mar 18, 1968",ALCLIMATE,
79,AL1620,CHILDERSBURG WTR PL,33.285,-86.3431,127.4064,"Mar 01, 1957",,ALCLIMATE,TRACKS_STATION=CHLA1|AL_COOP
80,AL1685,CITRONELLE,31.08333,-88.23333,100.8888,"Jul 01, 1889","Nov 30, 1966",ALCLIMATE,
81,AL1690,CLAIBORNE L&D,31.61469,-87.5003,15.24,"Oct 01, 1952","Apr 13, 2020",ALCLIMATE,
82,AL1694,CLANTON,32.82,-86.65222,610.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=CLNA1|AL_COOP
83,AL1695,CLANTON 2 NE,32.8516,-86.6115,178.0032,"Mar 01, 2007","Dec 31, 2022",ALCLIMATE,
84,AL1725,CLAYTON,31.87083,-85.45,569.0,"May 01, 1892",,ALCLIMATE,TRACKS_STATION=CLYA1|AL_COOP
85,AL1799,COCHRANE 2 E,33.08333,-88.23333,46.0248,"Nov 01, 1909","Dec 31, 1956",ALCLIMATE,
86,AL1803,CODEN,30.3875,-88.227,3.6576,"Oct 01, 1956","Oct 15, 2014",ALCLIMATE,TRACKS_STATION=CODA1|AL_COOP
87,AL1807,COFFEE SPRINGS 2 NW,31.18333,-85.93333,76.2,"Sep 01, 1923","Dec 31, 1983",ALCLIMATE,
88,AL1810,COFFEEVILLE L&D,31.75615,-88.12876,14.0208,"Dec 01, 1982","Apr 13, 2020",ALCLIMATE,
89,AL1819,COLBERT STEAM PLANT,34.75,-87.85,142.9512,"Nov 01, 1951","Mar 31, 1962",ALCLIMATE,
90,AL1849,COLLINSVILLE,34.25,-85.88333,228.9048,"Mar 01, 1938","Oct 31, 1977",ALCLIMATE,
91,AL1865,COLUMBIA,31.28333,-85.11667,27.1272,"Jul 01, 1935","Jul 31, 1966",ALCLIMATE,
92,AL1940,CORDOVA 2 ENE,33.75,-87.15,97.536,"Feb 01, 1901","Jul 31, 1991",ALCLIMATE,
93,AL1974,COTTONTON,32.15,-85.06667,66.1416,"May 01, 1959","Aug 31, 1986",ALCLIMATE,
94,AL1976,COURTLAND 2 WSW,34.6602,-87.3462,175.26,"Apr 01, 2006",,ALCLIMATE,TRACKS_STATION=LCXA1|AL_COOP
95,AL2079,CUBA,32.43333,-88.38333,67.056,"Feb 01, 1940","Feb 28, 1983",ALCLIMATE,
96,AL2097,CULLMAN 3 ENE,34.1954,-86.7963,243.84,"Apr 01, 2006",,ALCLIMATE,TRACKS_STATION=CUXA1|AL_COOP
97,AL2096,CULLMAN N.A.H.S.,34.1924,-86.7972,247.1928,"Dec 01, 1994",,ALCLIMATE,TRACKS_STATION=HORA1|AL_COOP
98,AL2119,DADEVILLE,32.81667,-85.75,198.12,"Jul 01, 1904","Dec 31, 1983",ALCLIMATE,
99,AL2124,DADEVILLE 2,32.8622,-85.7358,223.4184,"Mar 01, 1948","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=DADA1|AL_COOP
100,AL2141,DANCY 4 N,33.06667,-88.28333,64.008,"Feb 01, 1905","Jun 30, 1965",ALCLIMATE,
101,AL2149,DANVILLE,34.41667,-87.08333,182.88,"Jan 01, 1949","Mar 30, 1962",ALCLIMATE,
102,AL2172,DAUPHIN ISLAND #2,30.2505,-88.0775,2.4384,"Aug 01, 1975",,ALCLIMATE,TRACKS_STATION=DAUA1|AL_COOP
103,AL2188,DAYTON 1 N,32.36667,-87.65,70.104,"Jan 01, 1940","Mar 31, 1982",ALCLIMATE,
104,AL2207,DECATUR,34.58333,-86.96667,177.0888,"Feb 01, 1880","May 31, 1969",ALCLIMATE,
105,AL2216,DECATUR 4,34.61667,-86.98333,174.0408,"Jan 01, 1949","Mar 30, 1962",ALCLIMATE,
106,AL2209,DECATUR 4SE,34.57556,-86.93389,167.64,"Dec 01, 1998",,ALCLIMATE,TRACKS_STATION=DCTA1|AL_COOP
107,AL2221,DECATUR SUBSTATION,34.6,-86.96667,180.1368,"Jan 01, 1949","Mar 31, 1962",ALCLIMATE,
108,AL2235,DELTA,33.43333,-85.7,313.944,"Sep 01, 1956","Feb 28, 1977",ALCLIMATE,
109,AL2240,DEMOPOLIS LOCK 4,32.51667,-87.85,31.0896,"Nov 01, 1892","Aug 31, 1954",ALCLIMATE,
110,AL2350,DORA,33.74778,-87.05861,143.256,"Oct 01, 2005","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=DORA1|AL_COOP
111,AL2377,DOTHAN,31.1941,-85.3708,83.82,"Mar 01, 2003","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=DOTA1|AL_COOP
112,AL2372,DOTHAN FAA AP,31.23333,-85.43333,97.8408,"Feb 01, 1965",,ALCLIMATE,TRACKS_STATION=DHN|AL_ASOS
113,AL2386,DOUBLE SPRINGS,34.15,-87.41667,246.888,"Oct 01, 1889","Sep 30, 1978",ALCLIMATE,
114,AL2577,ELBA,31.4238,-86.0667,59.436,"Mar 01, 1893","Dec 31, 2010",ALCLIMATE,
115,AL2600,ELKMONT,34.88333,-86.91667,235.0008,"Jan 01, 1959","Mar 31, 1962",ALCLIMATE,
116,AL2632,ELROD,33.25694,-87.79722,76.8096,"Feb 01, 1940","Jul 31, 2000",ALCLIMATE,
117,AL2670,ENTERPRISE,31.31667,-85.85,116.1288,"Jan 01, 1956","May 31, 1966",ALCLIMATE,
118,AL2675,ENTERPRISE 4 W,31.2975,-85.8996,102.7176,"Jun 01, 1966","Dec 31, 2022",ALCLIMATE,TRACKS_STATION=ENTA1|AL_COOP
119,AL2727,EUFAULA,31.86667,-85.15,61.5696,"Jun 01, 1892","Feb 28, 1967",ALCLIMATE,
120,AL2730,EUFAULA WILDLIFE REF,32.0112,-85.0901,91.44,"Mar 01, 1967","Dec 31, 2022",ALCLIMATE,TRACKS_STATION=EWRA1|AL_COOP
121,AL2737,EVA,34.315,-86.72556,318.516,"Jun 01, 1998","Feb 29, 2000",ALCLIMATE,
122,AL2758,EVERGREEN,31.445,-86.95333,290.0,"Oct 01, 1890","Feb 27, 2018",ALCLIMATE,TRACKS_STATION=EVRA1|AL_COOP
123,AL2763,EVERGREEN FAA AP,31.41667,-87.03333,78.0288,"Dec 01, 1949","Jul 11, 1961",ALCLIMATE,
124,AL2813,FAIRHOPE 2 NE,30.54667,-87.88083,23.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=FHPA1|AL_COOP
125,AL2832,FALCO OPEN POND TOWER,31.1,-86.55,70.104,"Mar 01, 1940","Jul 31, 1964",ALCLIMATE,
126,AL2840,FALKVILLE 1 E,34.36667,-86.88333,190.5,"Aug 01, 1938","Jun 30, 1992",ALCLIMATE,
127,AL2848,FALLS CITY BLK POND TW,34.06667,-87.33333,198.12,"Jul 01, 1940","Apr 30, 1965",ALCLIMATE,
128,AL2867,FARLEY,34.56667,-86.56667,174.0408,"Jan 01, 1949","Mar 31, 1962",ALCLIMATE,
129,AL2883,FAYETTE,33.7091,-87.8152,108.8136,"Mar 01, 1892","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=FYTA1|AL_COOP
130,AL2945,FLAT ROCK,34.76667,-85.68333,427.0248,"Aug 01, 1938","Mar 31, 1962",ALCLIMATE,
131,AL2971,FLORENCE,34.8,-87.68333,176.1744,"Jan 01, 1893","Apr 30, 1977",ALCLIMATE,
132,AL2976,FLORENCE AT LOCK,34.78333,-87.66667,136.8552,"Dec 01, 1890","Nov 30, 1959",ALCLIMATE,
133,AL3024,FORT DEPOSIT,31.98333,-86.58333,153.0096,"Nov 01, 1891","Oct 31, 1969",ALCLIMATE,
134,AL3035,FORT MORGAN,30.23333,-88.01667,3.048,"May 01, 1940","Jul 31, 1975",ALCLIMATE,
135,AL3043,FORT PAYNE,34.4406,-85.7236,279.5016,"Jul 01, 1935",,ALCLIMATE,TRACKS_STATION=FOPA1|AL_COOP
136,AL3105,FRISCO CITY 3 SSW,31.38944,-87.42028,83.82,"Jul 01, 1930","Dec 28, 2000",ALCLIMATE,
137,AL3154,GADSDEN,34.0219,-85.9878,172.212,"Mar 01, 1953",,ALCLIMATE,TRACKS_STATION=GADA1|AL_COOP
138,AL3151,GADSDEN,34.01667,-86.0,174.0408,"Jul 01, 1893","Mar 31, 1968",ALCLIMATE,
139,AL3153,GADSDEN # 2,34.0141,-85.9715,172.212,"Jan 01, 2000","Sep 03, 2021",ALCLIMATE,
140,AL3160,GAINESVILLE LOCK,32.8347,-88.1341,38.1,"Jun 01, 1948",,ALCLIMATE,TRACKS_STATION=GNSA1|AL_COOP
141,AL3200,GARDEN CITY,34.01667,-86.75,153.0096,"Mar 01, 1938","Apr 01, 1984",ALCLIMATE,
142,AL3215,GARTH,34.73333,-86.3,198.12,"Jul 01, 1959","Mar 31, 1962",ALCLIMATE,
143,AL3255,GENEVA,31.03861,-85.87,32.3088,"Jan 01, 1892","Mar 24, 2011",ALCLIMATE,
144,AL3251,GENEVA NO 2,31.03833,-85.87083,44.196,"May 01, 1976",,ALCLIMATE,TRACKS_STATION=GVAA1|AL_COOP
145,AL3271,GEORGIANA,31.67722,-86.80611,91.44,"Feb 01, 1956","Jul 31, 2004",ALCLIMATE,
146,AL3308,GILBERTOWN,31.88333,-88.33333,39.9288,"Jul 01, 1957","Mar 31, 1979",ALCLIMATE,
147,AL3399,GOODWATER,33.06667,-86.05,307.848,"Nov 01, 1895","Jun 30, 1954",ALCLIMATE,
148,AL3433,GORGAS # 2,33.65389,-87.20389,91.44,"Jan 01, 2000","Jan 31, 2015",ALCLIMATE,TRACKS_STATION=GORA1|AL_COOP
149,AL3430,GORGAS 2 ENE,33.66667,-87.18333,106.68,"Jan 01, 1937","Oct 31, 1994",ALCLIMATE,
150,AL3496,GREEN BAY,31.18333,-86.28333,85.0392,"Jul 01, 1954","Feb 28, 1965",ALCLIMATE,
151,AL3511,GREENSBORO,32.70167,-87.58083,220.0,"Jan 01, 1890",,ALCLIMATE,TRACKS_STATION=GREA1|AL_COOP
152,AL3519,GREENVILLE,31.79472,-86.61472,106.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=GVLA1|AL_COOP
153,AL3524,GREENVILLE 2,31.83333,-86.63333,128.016,"Jul 01, 1948","Sep 30, 1951",ALCLIMATE,
154,AL3559,GULF SHORES POST OFFICE,30.28333,-87.68333,3.048,"Aug 01, 1948","Jul 31, 1973",ALCLIMATE,
155,AL3573,GUNTERSVILLE,34.33444,-86.32972,578.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=GUNA1|AL_COOP
156,AL3574,GUNTERSVILLE 2 SW,34.3337,-86.3156,188.976,"Apr 01, 2006","Dec 18, 2013",ALCLIMATE,TRACKS_STATION=GUXA1|AL_COOP
157,AL3583,GUNTERSVILLE DAM,34.43333,-86.4,185.928,"Jun 01, 1948","Mar 31, 1962",ALCLIMATE,
158,AL3575,GUNTERSVILLE NO.2,34.3347,-86.3294,181.356,"Nov 01, 1995",,ALCLIMATE,TRACKS_STATION=GUTA1|AL_COOP
159,AL3578,GUNTERSVILLE T V A,34.36667,-86.28333,185.928,"Jul 01, 1948","Jan 02, 1966",ALCLIMATE,
160,AL3610,HACKLEBURG,34.28194,-87.85444,272.4912,"Jun 01, 2004","Jun 30, 2005",ALCLIMATE,
161,AL3620,HALEYVILLE,34.23111,-87.63472,920.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=HVLA1|AL_COOP
162,AL3644,HAMILTON,34.13333,-87.98333,167.9448,"Sep 01, 1930","Dec 31, 1961",ALCLIMATE,
163,AL3645,HAMILTON 3 S,34.0966,-87.9913,132.588,"Jan 01, 1962",,ALCLIMATE,TRACKS_STATION=HAMA1|AL_COOP
164,AL3655,HANCEVILLE,34.0678,-86.791,179.832,"Nov 01, 1985",,ALCLIMATE,TRACKS_STATION=HNCA1|AL_COOP
165,AL3697,HARRISBURG CAHABA TOWER,32.8,-87.18333,182.88,"Apr 01, 1940","Apr 30, 1962",ALCLIMATE,
166,AL3748,HAYNEVILLE,32.18333,-86.58333,52.1208,"Mar 01, 1938","Jun 30, 1981",ALCLIMATE,
167,AL3761,HEADLAND,31.3625,-85.3397,109.0,"Apr 01, 1950","Dec 31, 2022",ALCLIMATE,TRACKS_STATION=HDLA1|AL_COOP
168,AL3775,HEFLIN,33.64353,-85.60918,304.8,"Jan 01, 1956",,ALCLIMATE,TRACKS_STATION=HEFA1|AL_COOP
169,AL3781,HELENA,33.2725,-86.83361,146.304,"Jan 01, 2000","Dec 31, 2022",ALCLIMATE,TRACKS_STATION=HELA1|AL_COOP
170,AL3783,HELENA 1 S,33.28333,-86.85,126.7968,"Sep 01, 1900","Aug 31, 1951",ALCLIMATE,
171,AL3816,HIGHLAND HOME,31.88139,-86.25028,433.0,"Mar 01, 1892","May 23, 2012",ALCLIMATE,
172,AL3818,HIGHLAND HOME #2,31.9477,-86.3131,169.164,"Jul 01, 2012",,ALCLIMATE,TRACKS_STATION=HHAA1|AL_COOP
173,AL3817,HIGHLAND HOME 2 S,31.9155,-86.3115,187.1472,"Dec 01, 2008","Dec 31, 2022",ALCLIMATE,
174,AL3842,HIGHTOWER,33.52111,-85.38056,361.188,"Aug 01, 1941","Jul 16, 2013",ALCLIMATE,TRACKS_STATION=HGHA1|AL_COOP
175,AL3899,HODGES,34.36056,-87.92833,256.032,"Mar 01, 1938","Mar 31, 2000",ALCLIMATE,
176,AL3900,HOLLY TREE,34.79722,-86.28083,213.36,"Dec 01, 2008","Aug 09, 2022",ALCLIMATE,
177,AL3930,HOLT LOCK & DAM,33.2533,-87.45,59.436,"Jan 01, 1981","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=TCLA1|AL_COOP
178,AL3931,HOPE HULL 3S,32.23056,-86.34722,71.628,"Feb 01, 2015",,ALCLIMATE,TRACKS_STATION=HOPA1|AL_COOP
179,AL4068,HUNTSVILLE 4 SSE,34.7,-86.58334,185.928,"Jan 01, 1937","Jul 15, 1954",ALCLIMATE,
180,AL4064,Huntsville Airport,34.64406,-86.78615,190.0,"Jan 01, 1937",,ALCLIMATE,TRACKS_STATION=HSV|AL_ASOS
181,ALTHSV,Huntsville Area,34.64389,-86.78611,188.13683,"Feb 01, 1894",,ALCLIMATE,
182,AL4060,HUNTSVILLE SUBSTATION,34.71667,-86.58333,185.928,"Jan 01, 1949","Mar 31, 1962",ALCLIMATE,
183,AL4080,HURTSBORO,32.24667,-85.41417,122.5296,"May 01, 1978","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=HRTA1|AL_COOP
184,AL4085,HUSTLEVILLE,34.31667,-86.16667,305.1048,"Sep 01, 1959","Mar 31, 1962",ALCLIMATE,
185,AL4099,HYTOP,34.81667,-86.11667,494.0808,"May 01, 1935","Mar 31, 1962",ALCLIMATE,
186,AL4115,IDER,34.71667,-85.68333,466.9536,"Jan 01, 1956","Mar 31, 1962",ALCLIMATE,
187,AL4193,JACKSON,31.5253,-87.9277,67.056,"Oct 01, 1961",,ALCLIMATE,TRACKS_STATION=JCKA1|AL_COOP
188,AL4192,JACKSON LOCK 1,31.55,-88.01667,3.048,"Jan 01, 1930","Oct 31, 1960",ALCLIMATE,
189,AL4198,JACKSON SHOALS,33.53333,-86.2,145.9992,"Jan 01, 1937","Mar 31, 1960",ALCLIMATE,
190,AL4209,JACKSONVILLE,33.82585,-85.78115,192.024,"Jul 01, 1948","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=JAXA1|AL_COOP
191,AL4226,JASPER,33.9048,-87.3154,148.1328,"Aug 01, 1960","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=JPRA1|AL_COOP
192,AL4225,JASPER,33.83333,-87.28333,113.0808,"Oct 01, 1891","Aug 03, 1960",ALCLIMATE,
193,AL4274,JONES BLUFF L&D,32.3237,-86.7827,44.5008,"Jan 01, 1981","Dec 20, 2017",ALCLIMATE,TRACKS_STATION=TYLA1|AL_COOP
194,AL4280,JOPPA 1SW,34.2935,-86.5709,313.6392,"Feb 01, 2015",,ALCLIMATE,TRACKS_STATION=JOPA1|AL_COOP
195,AL4306,JORDAN DAM,32.6189,-86.2544,88.392,"Jan 01, 1937","Mar 19, 2018",ALCLIMATE,TRACKS_STATION=WPKA1|AL_COOP
196,AL4431,KINSTON,31.24028,-86.19472,82.296,"Jun 01, 1965","Dec 31, 2006",ALCLIMATE,
197,AL4502,LAFAYETTE 2W,32.9069,-85.4336,225.552,"Oct 01, 1944",,ALCLIMATE,TRACKS_STATION=LFYA1|AL_COOP
